Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Psychic,Rock,Ghost,Ice,Dragon,Dark,Steel,Flying,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6
Sealeo,0.8127861544130619,-0.5857880458584134,-0.12329930082727497,0.06666292306471461,-0.06840691144014126,-0.8015031798028882,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0
Walrein,1.5965249882953614,0.030790385411543508,0.5184667412144943,0.6782493731997091,0.6507196214391349,-0.11285261182704193,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0
Clamperl,-1.3424956387632614,-0.462472359604422,0.358025230704052,0.03608360055796488,-0.6077518110995983,-1.2491260489871883,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Huntail,-0.558756804880962,0.7706845029354917,0.9997912727458214,0.6476700506929594,0.11137472177967776,-0.560475481011342,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Gorebyss,-0.558756804880962,0.1541060716655349,0.9997912727458214,1.259256500827954,0.11137472177967776,-0.560475481011342,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Relicanth,1.2046555713542115,0.33907960104652196,1.801998825298033,-0.8507167521377771,-0.2481885446599603,-0.4571778958149651,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0
Luvdisc,-1.0290001052103417,-1.5106556927633488,-0.604623832358602,-1.0036133646715257,-0.2481885446599603,0.9889882969343121,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Bagon,-0.9506262218221118,-0.12335422240594572,-0.44418232184815964,-1.0036133646715257,-1.5066599771986935,-0.6293405378089266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0
Shelgon,-0.16688738793981236,0.4932242088640112,0.839349762235379,-0.39202691453653127,-0.7875334443194173,-0.6293405378089266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0
Salamence,1.0087208628836368,1.726381071403925,0.1975837201936097,1.136939210800955,0.29115635499949677,1.0922858821306891,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0
SalamenceMega Salamence,1.0087208628836368,2.0346702870389035,1.801998825298033,1.4427324358684521,0.6507196214391349,1.7809364501065355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0
Beldum,-1.1465609302926867,-0.7399326536759026,0.1975837201936097,-1.1565099772052745,-0.4279701778797793,-1.3179911057847729,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,0,0
Metang,-0.3628220964103872,-0.12335422240594572,0.839349762235379,-0.5449235270702799,0.29115635499949677,-0.6293405378089266,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,0,0
Metagross,0.42091673747191216,1.726381071403925,1.801998825298033,0.6782493731997091,0.6507196214391349,0.059310030166919644,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,0,0
MetagrossMega Metagross,0.42091673747191216,2.0346702870389035,2.4437648673398025,0.9840425982672063,1.3698461543184108,1.4366111661186123,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,0,0
Regirock,0.42091673747191216,0.6473688166815004,4.048179972444226,-0.6978201396040286,1.0102828878787729,-0.6293405378089266,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0
Regice,0.42091673747191216,-0.8940772614933918,0.839349762235379,0.8311459857334578,4.605915552275153,-0.6293405378089266,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0
Registeel,0.42091673747191216,-0.12335422240594572,2.4437648673398025,0.06666292306471461,2.808099220076963,-0.6293405378089266,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0
Latias,0.42091673747191216,0.030790385411543508,0.5184667412144943,1.136939210800955,2.088972687197687,1.4366111661186123,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,1,0,0,0
LatiasMega Latias,0.42091673747191216,0.6473688166815004,1.4811158042771484,2.054318886003447,2.808099220076963,1.4366111661186123,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,1,0,0,0
Latios,0.42091673747191216,0.33907960104652196,0.1975837201936097,1.7485256609359494,1.3698461543184108,1.4366111661186123,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,1,0,0,0
LatiosMega Latios,0.42091673747191216,1.5722364635864357,0.839349762235379,2.665905336138441,1.729409420758049,1.4366111661186123,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,1,0,0,0
Kyogre,1.2046555713542115,0.6473688166815004,0.5184667412144943,2.360112111070944,2.4485359536373252,0.7479605981427659,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
KyogrePrimal Kyogre,1.2046555713542115,2.188814894856393,0.5184667412144943,3.2774917862734356,3.167662486516601,0.7479605981427659,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Groudon,1.2046555713542115,2.188814894856393,2.1228818463189176,0.8311459857334578,0.6507196214391349,0.7479605981427659,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
GroudonPrimal Groudon,1.2046555713542115,3.113682541761328,2.764647888360687,2.360112111070944,0.6507196214391349,0.7479605981427659,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Rayquaza,1.4005902798247865,2.188814894856393,0.5184667412144943,2.360112111070944,0.6507196214391349,0.9201232401367275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0
RayquazaMega Rayquaza,1.4005902798247865,3.113682541761328,0.839349762235379,3.2774917862734356,1.0102828878787729,1.6087738081125738,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0
Jirachi,1.2046555713542115,0.6473688166815004,0.839349762235379,0.8311459857334578,1.0102828878787729,1.0922858821306891,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1,0,0,0
DeoxysNormal Forme,-0.754691513351537,2.188814894856393,-0.7650653428690443,2.360112111070944,-0.7875334443194173,2.813912302070305,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
DeoxysAttack Forme,-0.754691513351537,3.113682541761328,-1.7277144059316982,3.2774917862734356,-1.8662232436383315,2.813912302070305,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
DeoxysDefense Forme,-0.754691513351537,-0.2774988302234349,2.764647888360687,-0.08623368946903401,3.167662486516601,0.7479605981427659,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
DeoxysSpeed Forme,-0.754691513351537,0.4932242088640112,0.5184667412144943,0.6782493731997091,0.6507196214391349,3.8468881540340742,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
Turtwig,-0.558756804880962,-0.33915667335043065,-0.3158291134398058,-0.8507167521377771,-0.6077518110995983,-1.2835585773859806,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Grotle,0.22498202900133732,0.3082506794830241,0.358025230704052,-0.5449235270702799,-0.2481885446599603,-1.111395935392019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Torterra,1.0087208628836368,0.924829110752981,0.9997912727458214,0.06666292306471461,0.4709379882193158,-0.42274536741617275,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Chimchar,-0.9898131635162267,-0.6474458889854091,-0.9575951554815751,-0.4531855595500307,-1.0032714041832003,-0.2505827254222112,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Monferno,-0.20607432963392736,-0.03086745771545218,-0.7008887386648673,0.1584008905849638,-0.7156207910314898,0.4380678425536351,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Infernape,0.2641689706954523,0.7706845029354917,-0.09121099872518651,0.9534632757604566,-0.032450584796177455,1.3677461093210277,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Piplup,-0.6371306882691921,-0.863248339929894,-0.6688004365627789,-0.36144759202978155,-0.5717954844556346,-0.9736658217968498,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Prinplup,-0.20607432963392736,-0.40081451647742633,-0.1874759050314519,0.25013885810521297,0.14733104842364156,-0.6293405378089266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Empoleon,0.577664504248372,0.21576391479253057,0.45429013701031745,1.1675185333077047,1.0462392145227366,-0.2850152538210035,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0
Starly,-1.1465609302926867,-0.7399326536759026,-1.4068313849108136,-1.309406589739023,-1.5066599771986935,-0.2850152538210035,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Staravia,-0.558756804880962,-0.12335422240594572,-0.7650653428690443,-1.0036133646715257,-1.1470967107590553,0.4036353141548428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Staraptor,0.616851445942487,1.2639472479514573,-0.12329930082727497,-0.6978201396040286,-0.4279701778797793,1.0922858821306891,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Bidoof,-0.40200903810450217,-1.0482218693108811,-1.085948363889929,-1.1565099772052745,-1.1470967107590553,-1.2835585773859806,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Bibarel,0.3817297957777972,0.18493499322903273,-0.44418232184815964,-0.5449235270702799,-0.4279701778797793,0.09374255856571197,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Kricketot,-1.2641217553750315,-1.6648003005808378,-1.0538600617878404,-1.4623032022727716,-1.1111403841150915,-1.4901537477787345,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Kricketune,0.3033559123895673,0.18493499322903273,-0.7329770407669558,-0.5449235270702799,-0.7515771176754535,-0.11285261182704193,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Shinx,-0.9506262218221118,-0.43164343804092414,-1.2784781765024598,-1.0036133646715257,-1.3628346706228383,-0.8015031798028882,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Luxio,-0.3628220964103872,0.18493499322903273,-0.7971536449711327,-0.39202691453653127,-0.8234897709633812,-0.2850152538210035,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Luxray,0.42091673747191216,1.2639472479514573,0.16549541809152124,0.6782493731997091,0.25520002835553296,0.059310030166919644,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Budew,-1.1465609302926867,-1.5106556927633488,-1.2463898744003714,-0.6978201396040286,-0.06840691144014126,-0.4571778958149651,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Roserade,-0.3628220964103872,-0.2774988302234349,-0.2837408113377173,1.5956290484022009,1.1900645210985918,0.7479605981427659,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Cranidos,-0.08851350455158244,1.4180918557689466,-1.085948363889929,-1.309406589739023,-1.5066599771986935,-0.35388031061858816,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0
Rampardos,1.0870947462718668,2.65124871830886,-0.44418232184815964,-0.23913030200278262,-0.7875334443194173,-0.35388031061858816,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0
Shieldon,-1.5384303472338363,-1.1407086340013746,1.4169392000729715,-0.9424547196580263,0.5788069681512072,-1.3179911057847729,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,1,0,0
Bastiodon,-0.3628220964103872,-0.8324194183663961,3.021354305177395,-0.7895581071242777,2.3766233003493973,-1.3179911057847729,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,1,0,0
Burmy,-1.1465609302926867,-1.5414846143268466,-0.9255068533794867,-1.3399859122457727,-0.9673150775392364,-1.111395935392019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
WormadamPlant Cloak,-0.3628220964103872,-0.6166169674219112,0.358025230704052,0.1889802130917135,1.1900645210985918,-1.111395935392019,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
WormadamSandy Cloak,-0.3628220964103872,-3.8536151954337254e-05,0.9997912727458214,-0.422606237043281,0.4709379882193158,-1.111395935392019,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
WormadamTrash Cloak,-0.3628220964103872,-0.3083277517869328,0.6789082517249367,-0.11681301197578374,0.8305012546589539,-1.111395935392019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0
Mothim,0.029047320530762477,0.4623952873005133,-0.7650653428690443,0.6476700506929594,-0.7875334443194173,-0.07842008342824962,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Combee,-1.5384303472338363,-1.5106556927633488,-1.021771759685752,-1.309406589739023,-1.0751840574711278,0.059310030166919644,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Vespiquen,0.029047320530762477,0.030790385411543508,0.903526366439556,0.21955953559846322,1.0821955411667006,-0.9736658217968498,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Pachirisu,-0.3628220964103872,-1.0482218693108811,-0.12329930082727497,-0.8507167521377771,0.6507196214391349,0.9201232401367275,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Buizel,-0.558756804880962,-0.43164343804092414,-1.2463898744003714,-0.39202691453653127,-1.5066599771986935,0.5757979561488044,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Floatzel,0.616851445942487,0.8015134244989897,-0.604623832358602,0.37245614813221184,-0.7875334443194173,1.6087738081125738,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Cherubi,-0.9506262218221118,-1.3565110849458595,-0.9255068533794867,-0.33086826952303183,-0.6796644643875259,-1.1458284637908114,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Cherrim,0.029047320530762477,-0.5857880458584134,-0.12329930082727497,0.43361479314571133,0.21924370171156918,0.5757979561488044,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Shellos,0.2641689706954523,-0.9557351046203875,-0.8292419470732213,-0.4837648820567804,-0.3560575245918517,-1.1802609921896037,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Gastrodon,1.6357119299894762,0.12327715010203703,-0.1874759050314519,0.5865114056794599,0.3630690082874244,-1.0080983501956422,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Ambipom,0.22498202900133732,0.6473688166815004,-0.2516525092356288,-0.39202691453653127,-0.21223221801599648,1.6087738081125738,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Drifloon,0.8127861544130619,-0.8940772614933918,-1.2784781765024598,-0.39202691453653127,-1.0032714041832003,0.059310030166919644,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,1,0,0
Drifblim,3.16400265605996,0.030790385411543508,-0.9575951554815751,0.5253527606659605,-0.6437081377435622,0.4036353141548428,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,1,0,0
Buneary,-0.558756804880962,-0.40081451647742633,-0.9575951554815751,-0.8812960746445269,-0.5717954844556346,0.5757979561488044,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Lopunny,-0.16688738793981236,-0.09252530084244787,0.32593692860196355,-0.5755028495770296,0.8664575813029176,1.2644485241246506,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
LopunnyMega Lopunny,-0.16688738793981236,1.7572099929674228,0.6468199496228483,-0.5755028495770296,0.8664575813029176,2.2974243760884203,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Mismagius,-0.3628220964103872,-0.5857880458584134,-0.44418232184815964,0.9840425982672063,1.1900645210985918,1.2644485241246506,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,0,0
Honchkrow,1.2046555713542115,1.4180918557689466,-0.7008887386648673,0.9840425982672063,-0.7156207910314898,0.09374255856571197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,0,0,1,0,0
Glameow,-0.7938784550456519,-0.7399326536759026,-1.021771759685752,-0.9424547196580263,-1.2549656906909468,0.5757979561488044,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Purugly,0.06823426222487744,0.09244822853853919,-0.3158291134398058,-0.26970962450953234,-0.4639265045237431,1.5054762229161969,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Chingling,-0.9506262218221118,-1.5106556927633488,-0.7650653428690443,-0.23913030200278262,-0.7875334443194173,-0.8015031798028882,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0
Stunky,-0.24526127132804232,-0.4933012811679198,-0.8613302491753098,-0.9730340421647761,-1.1111403841150915,0.1970401437620889,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0
Skuntank,1.3222163964365565,0.4315663657370155,-0.21956420713354038,-0.05565436696228429,-0.3920138512358155,0.5413654277500121,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0
Bronzor,-0.48038292149273215,-1.6956292221443359,0.39011353280614053,-1.4928825247795214,0.5068943148632796,-1.5590188045763191,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,0,0
Bronzong,-0.08851350455158244,0.3082506794830241,1.3527625958687945,0.1889802130917135,1.5855841141821938,-1.214693520588396,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,0,0
Bonsly,-0.754691513351537,0.030790385411543508,0.6789082517249367,-1.9209930398740176,-0.9673150775392364,-2.0066416737606194,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0
Mime Jr.,-1.930299764174986,-1.6648003005808378,-0.9255068533794867,-0.08623368946903401,0.6507196214391349,-0.2850152538210035,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0
Happiny,1.2046555713542115,-2.2813787318507948,-2.2090389374630255,-1.7680964273402688,-0.2481885446599603,-1.3179911057847729,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Chatot,0.2641689706954523,-0.43164343804092414,-0.9255068533794867,0.5865114056794599,-1.0751840574711278,0.7823931265415582,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Spiritomb,-0.754691513351537,0.40073744417351764,1.0960561790520869,0.5865114056794599,1.2979335010304833,-1.1458284637908114,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0
Gible,-0.4411959797986172,-0.2774988302234349,-0.9255068533794867,-1.0036133646715257,-0.9673150775392364,-0.9048007649992652,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0
Gabite,-0.04932656285746746,0.33907960104652196,-0.2837408113377173,-0.6978201396040286,-0.6077518110995983,0.4725003709524274,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0
Garchomp,1.5181511049071312,1.5722364635864357,0.6789082517249367,0.21955953559846322,0.4709379882193158,1.1611509389282737,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0
GarchompMega Garchomp,1.5181511049071312,2.8053933261263495,1.320674293766706,1.4427324358684521,0.8305012546589539,0.8168256549403505,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0
Munchlax,2.5761985306482353,0.18493499322903273,-1.085948363889929,-1.0036133646715257,0.4709379882193158,-2.1788043157545807,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Riolu,-1.1465609302926867,-0.2774988302234349,-1.085948363889929,-1.1565099772052745,-1.1470967107590553,-0.2850152538210035,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Lucario,0.029047320530762477,0.9556580323164788,-0.12329930082727497,1.2898358233347036,-0.06840691144014126,0.7479605981427659,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,1,0,0
LucarioMega Lucario,0.029047320530762477,2.0346702870389035,0.45429013701031745,2.054318886003447,-0.06840691144014126,1.5054762229161969,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,1,0,0
Hippopotas,-0.04932656285746746,-0.21584098709643926,0.13340711598943278,-1.0647720096850253,-1.0751840574711278,-1.2491260489871883,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Hippowdon,1.5181511049071312,1.0173158754434746,1.4169392000729715,-0.14739233448253347,0.0035057418477863482,-0.7326381230053036,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Skorupi,-1.1465609302926867,-0.8940772614933918,0.5184667412144943,-1.309406589739023,-0.6077518110995983,-0.11285261182704193,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Drapion,0.029047320530762477,0.33907960104652196,1.1602327832562638,-0.39202691453653127,0.11137472177967776,0.9201232401367275,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0
Croagunk,-0.8330653967397669,-0.5549591242949156,-1.085948363889929,-0.36144759202978155,-1.1470967107590553,-0.6293405378089266,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Toxicroak,0.538477562554257,0.8323423460624875,-0.2837408113377173,0.40303547063896156,-0.2481885446599603,0.5757979561488044,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Carnivine,0.18579508730722236,0.6473688166815004,-0.059122696623098034,0.5253527606659605,0.0035057418477863482,-0.7670706514040959,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Finneon,-0.7938784550456519,-0.9249061830568897,-0.5725355302565135,-0.7283994621107782,-0.3920138512358155,-0.07842008342824962,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Lumineon,-0.010139621163352493,-0.3083277517869328,0.06923051178525583,-0.11681301197578374,0.5068943148632796,0.7823931265415582,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Mantyke,-0.9506262218221118,-1.8189449083983271,-0.7650653428690443,-0.39202691453653127,1.729409420758049,-0.6293405378089266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Snover,-0.3628220964103872,-0.5241302027314176,-0.7650653428690443,-0.33086826952303183,-0.4279701778797793,-0.9736658217968498,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0
Abomasnow,0.8127861544130619,0.40073744417351764,0.037142209683167365,0.5865114056794599,0.4709379882193158,-0.2850152538210035,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0
AbomasnowMega Abomasnow,0.8127861544130619,1.6338943067134315,0.9997912727458214,1.809684305949449,1.1900645210985918,-1.3179911057847729,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0
Weavile,0.029047320530762477,1.2639472479514573,-0.2837408113377173,-0.8507167521377771,0.4709379882193158,1.953099092100497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,1,0,0
Magnezone,0.029047320530762477,-0.2774988302234349,1.320674293766706,1.7485256609359494,0.6507196214391349,-0.2850152538210035,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0
Lickilicky,1.5965249882953614,0.18493499322903273,0.6789082517249367,0.21955953559846322,0.8305012546589539,-0.6293405378089266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Rhyperior,1.792459696765936,1.8805256792214142,1.801998825298033,-0.5449235270702799,-0.6077518110995983,-0.9736658217968498,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0
Tangrowth,1.2046555713542115,0.6473688166815004,1.6415573147875908,1.136939210800955,-0.7875334443194173,-0.6293405378089266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Electivire,0.22498202900133732,1.3564340126419507,-0.21956420713354038,0.6782493731997091,0.4709379882193158,0.9201232401367275,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Magmortar,0.22498202900133732,0.4932242088640112,-0.21956420713354038,1.5956290484022009,0.8305012546589539,0.5069328993512198,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0
Togekiss,0.616851445942487,-0.8940772614933918,0.6789082517249367,1.4427324358684521,1.5496277875382298,0.4036353141548428,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
Yanmega,0.656038387636602,-0.09252530084244787,0.39011353280614053,1.3204151458414533,-0.5717954844556346,0.9201232401367275,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0
